URL,Total URL length,netloc length,Query Length,count digits,count reserved char,has https,Country Code TLD,Generic TLD,is shortened TLD,has Port,has username,has fragments,num queries (count =),URL encoding,Path length,Path depth,Path digit counts,Path special character count,Page title,mimeType,status,redirected,ranking,country,server,tlsIssuer,tlsValidDays,numRequest,num Links,num Cookies,num Console Msg,urlscan Score,urlscan category
https://0r26fj1wp2hvqapn3w.sept11mn.org/?_rdr,37,31,4,8,2,1,Global,Organisation,0,0,0,0,1,0,1,0,0,1,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,[]
http://4afic.mylp.kz,13,13,0,1,2,0,Kazakhstan,Country,0,0,0,0,0,0,0,0,0,0,,,400,,,,,,,,,,,,
https://5a24v.app.link/btcoesecurebt365homelogin,40,14,0,3,2,1,Global,Unknown,0,0,0,0,0,0,26,1,3,1,,text/html,404,,,US,openresty,Amazon RSA 2048 M03,393,5.0,0.0,1.0,1.0,0.0,[]
http://37f7a743313764869.temporary.link/mos/mm2/357a6fdf7642bf815a88822c447d9dc4,73,32,0,15,2,0,Global,Unknown,0,0,0,0,0,0,41,3,22,3,Error 404 - Not Found,text/html,404,,,US,nginx/1.25.3,,,2.0,0.0,0.0,2.0,0.0,[]
https://2021-free-robux-generator.000webhostapp.com,43,43,0,7,5,1,Global,Commercial,0,0,0,0,0,0,0,0,0,0,Website is no longer available | 000webhost,text/html,410,,,US,awex,RapidSSL TLS RSA CA G1,396,23.0,3.0,6.0,8.0,0.0,[]
https://298123.groovepages.com/93952,28,22,0,6,2,1,Global,Commercial,0,0,0,0,0,0,6,1,5,1,GroovePages,text/html,404,,,US,cloudflare,GTS CA 1P5,89,8.0,3.0,0.0,1.0,0.0,[]
https://568235.groovepages.com/3461211,30,22,0,6,2,1,Global,Commercial,0,0,0,0,0,0,8,1,7,1,GroovePages,text/html,404,,,US,cloudflare,GTS CA 1P5,89,8.0,3.0,0.0,1.0,0.0,[]
https://08863299.sso-secure-mail0454etr.pages.dev/?emailtoken=aaaa@example.jp&amp;domain=example.jp,91,41,48,12,5,1,Global,Unknown,0,0,0,0,2,0,1,0,0,1,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,[]
http://18-192-57-110.cprapid.com/app/index.php,39,25,0,10,5,0,Global,Commercial,0,0,0,0,0,0,14,2,0,3,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,[]
http://a0585447.xsph.ru/sg1/rs/sg,26,16,0,7,2,0,Russia,Country,0,0,0,0,0,0,10,3,1,3,400 Bad Request,text/html,400,,,RU,openresty,,,2.0,0.0,0.0,2.0,0.0,[]
http://abaadteam.com/qlm/customer-area/app,35,13,0,0,1,0,Global,Commercial,0,0,0,0,0,0,22,3,0,4,,,400,,,,,,,,,,,,
http://abaadteam.com/qlm/customer-area,31,13,0,0,1,0,Global,Commercial,0,0,0,0,0,0,18,2,0,3,,,400,,,,,,,,,,,,
https://acc-mercari.com,15,15,0,0,2,1,Global,Commercial,0,0,0,0,0,0,0,0,0,0,,,400,,,,,,,,,,,,
http://akakup.co.za.netune.co.za.lexna.com.na,38,38,0,0,8,0,Namibia,Country,0,0,0,0,0,0,0,0,0,0,Index of /,text/html,200,https-only,,ZA,Apache,*.lexna.com.na,365,2.0,0.0,0.0,1.0,0.0,[]
https://alerta208.000webhostapp.com,27,27,0,6,2,1,Global,Commercial,0,0,0,0,0,0,0,0,0,0,Website is no longer available | 000webhost,text/html,410,,,US,awex,RapidSSL TLS RSA CA G1,396,23.0,3.0,6.0,8.0,0.0,[]
