Domain,Result
https://0r26fj1wp2hvqapn3w.sept11mn.org/?_rdr,0
http://4afic.mylp.kz,0
https://5a24v.app.link/btcoesecurebt365homelogin,0
http://37f7a743313764869.temporary.link/mos/mm2/357a6fdf7642bf815a88822c447d9dc4,0
https://2021-free-robux-generator.000webhostapp.com,0
https://298123.groovepages.com/93952,0
https://568235.groovepages.com/3461211,0
https://08863299.sso-secure-mail0454etr.pages.dev/?emailtoken=aaaa@example.jp&amp;domain=example.jp,0
http://18-192-57-110.cprapid.com/app/index.php,0
http://a0585447.xsph.ru/sg1/rs/sg,0
http://abaadteam.com/qlm/customer-area/app,0
http://abaadteam.com/qlm/customer-area,0
https://acc-mercari.com,0
http://akakup.co.za.netune.co.za.lexna.com.na,0
https://alerta208.000webhostapp.com,0
http://alkautsar.or.id/assets/journal/IK/of1/5ybcwg4h2ilnx1to6e08fjkrsvapzm7ud3q9y3z4a781xne2kcdlrt5ovpqwhu6fbgijs0m9owbs59vl8x4jc02mknay6t1rgfzeqpiu7hd3?data=U2FtdWVsLkx5bmRAQk1IQ0Mub3Jn,0
http://alkautsar.or.id/assets/journal/IK/of1/ohq4um1zepkcl75i6abdrv8wx0syf32ntgj9d5gztufjwspe2rkx61ih3bq9l08ynamvoc74acfb07zunwhokie15v4ytgmxpl69d23jsq8r?data=c2VucmlnaHRAbndvYnRjLm9yZw==,0
http://alkautsar.or.id/docs/IK/of1/bjfgy5x6mukv9ow3selh4idr7c2a8q0ntz1pb9hq3enu4rtmjf0divsawkl78zyx21cgpo56d7jqoup9nwczkiabfrythx0m8sgv231l5e64?data=am9obi5kaXhvbkBxdWVlbnN1LmNh,0
http://alkautsar.or.id/docs/IK/of1/u1kb2az8sijfcxd7rlpvqwyh9nog6m4t5e30tecm75vysan6zo98qg4lr1x0w3ujpkf2dibhrnxefzgdmk3c9hu016j2t7iolwysp485qvba?data=aW5mb0BpbmJvZHljYW5hZGEuY2E=,0
